ID,Timestamp,Tweet URL,Group,Collector,Category,Topic,Keywords,Account handle,Account name,Account bio,Account type,Joined,Following,Followers,Location,Tweet,Tweet Translated,Tweet Type,Date posted,Screenshot,Content type,Likes,Replies,Retweets,Quote Tweets,Views,Rating,Reasoning,Remarks,Reviewer,Review
11-131,19/04/23 22:16:49,https://twitter.com/KamaoNiJuan/status/1476663861378170886,11,"Juanes, John Joven",MRCS,Philippines richest in Asia under Marcos Sr. administration,panahon marcos pinakamayaman,@KamaoNiJuan,Pilipinas Sentinel,Kamao Ni Juan supports ❤️BBM-SARA💚. Thank you very much po sa mga nag-follow at nag-follow back sa akin.,Anonymous,04/20,1260,1145,Republic of the Philippines,"Fake news pa bakla! Isa tayo sa pinakamayaman na bansa sa Asia nung panahon ng mga Marcos.

",,"Text, reply",31/12/21 05:17,https://drive.google.com/file/d/1GDP9I_kHW2Dag0a9yyaa-UzWj-Xw2pJP/view?usp=share_link,Emotional,0,0,0,0,,,"During Marcos' term as president, the highest ranking that the Philippines reached in Asia was 10th in terms of GDP and 11th in terms of GDP per capita. The Philippines was never close to being in the top five in Asia in either of these economic measures. 

[https://www.rappler.com/newsbreak/fact-check/philippines-richest-country-next-japan-marcos-term/]",Cannot identify full name,,
11-132,19/04/23 22:20:17,https://twitter.com/KamaoNiJuan/status/1476663600320512001,11,"Juanes, John Joven",MRCS,Philippines richest in Asia under Marcos Sr. administration,panahon marcos pinakamayaman,@KamaoNiJuan,Pilipinas Sentinel,Kamao Ni Juan supports ❤️BBM-SARA💚. Thank you very much po sa mga nag-follow at nag-follow back sa akin.,Anonymous,04/20,1260,1145,Republic of the Philippines,If i remember it right..sa panahon ng Marcos…isa tayo sa pinakamayaman na bansa sa Asia.,,"Text, reply",31/12/21 05:16,https://drive.google.com/file/d/1RlPmsuPj3XIDCpbUSOZ342qUTMfeZ0ba/view?usp=share_link,Rational,1,0,0,0,,,"During Marcos' term as president, the highest ranking that the Philippines reached in Asia was 10th in terms of GDP and 11th in terms of GDP per capita. The Philippines was never close to being in the top five in Asia in either of these economic measures. 

[https://www.rappler.com/newsbreak/fact-check/philippines-richest-country-next-japan-marcos-term/]",Cannot identify full name,,
11-133,19/04/23 22:21:41,https://twitter.com/LibremokoOK/status/1544834578233565184,11,"Juanes, John Joven",MRCS,Philippines richest in Asia under Marcos Sr. administration,Philippines richest country in asia,@LibremokoOK,Edie wow💚❤️🇵🇭🙏4ever,"troll. you do not need to like and share my post.✌️🇵🇭💚❤️
fight for justice, peace and good leadership, no to puppets and weaklings.",Anonymous,12/21,230,74,,"sad to know that but it is true. philippines is the 2nd richest country in asia, 1st is japan noong si Fem palang nakaupo, akalain nyo, ang pinagbibintangan nyong nagnakaw na maraming naipatayo vs ang dilaw na puro rebulto na walang pakinabang naipatayo",,"Text, reply",07/07/22 08:03,https://drive.google.com/file/d/1s22xmpMM4WJp7eLIcwMIXMN9k6QFShJS/view?usp=share_link,Emotional,4,1,0,0,,,"During Marcos' term as president, the highest ranking that the Philippines reached in Asia was 10th in terms of GDP and 11th in terms of GDP per capita. The Philippines was never close to being in the top five in Asia in either of these economic measures. 

[https://www.rappler.com/newsbreak/fact-check/philippines-richest-country-next-japan-marcos-term/]","Cannot identify full name, no location",,
11-134,19/04/23 22:23:58,https://twitter.com/Twicesueeee/status/1516300693518229509,11,"Juanes, John Joven",MRCS,Philippines richest in Asia under Marcos Sr. administration,Philippines richest country in asia,@Twicesueeee,JEONGYEON AND DUBU💯💜💙💚💚💛🧡❤️,Certified Once,Anonymous,12/20,140,25,,When bbm (snr) had the throne the Philippines was literally the richest country in asia sooooooo suffer a$$ char🤣,,Text,19/04/22 14:20,https://drive.google.com/file/d/1o1JCbzglFJhoxlyo4wTNVN0JzzBPbp7o/view?usp=share_link,Emotional,0,1,0,0,,,"During Marcos' term as president, the highest ranking that the Philippines reached in Asia was 10th in terms of GDP and 11th in terms of GDP per capita. The Philippines was never close to being in the top five in Asia in either of these economic measures. 

[https://www.rappler.com/newsbreak/fact-check/philippines-richest-country-next-japan-marcos-term/]","Cannot identify full name, no location",,
11-135,19/04/23 22:25:41,https://twitter.com/eyuahhh/status/1513887524984442888,11,"Juanes, John Joven",MRCS,Philippines richest in Asia under Marcos Sr. administration,Philippines richest country in asia,@eyuahhh,03.10.2021💚❤️,HINDI KAMI PAPAYAG DAYAIN KA ULIT,Anonymous,08/21,2,68,BBM & SARA,"The Marcus’s is royalty. They’re a powerful family that only CARED ABOUT THE PHILIPPINES but what did the Aquinos do? Bring them down and STOLE THE GOLD. THE PHILIPPINES WAS THE RICHEST COUNTRY IN ASIA BUT YOU KNOW WHY THE PHILIPPINES FELL APART? BECUZ THE AQUINOS STOLE THE GOLD
",,Text,12/04/22 22:31,https://drive.google.com/file/d/1bWDMy84eOhJpBZMJh1jaLOOmDTWpNCHW/view?usp=share_link,Emotional,3,3,1,0,,,"During Marcos' term as president, the highest ranking that the Philippines reached in Asia was 10th in terms of GDP and 11th in terms of GDP per capita. The Philippines was never close to being in the top five in Asia in either of these economic measures. 

[https://www.rappler.com/newsbreak/fact-check/philippines-richest-country-next-japan-marcos-term/]","Cannot identify full name, not proper location, part of a thread",,
11-136,19/04/23 22:28:16,https://twitter.com/AAplomina/status/1456492656066850818,11,"Juanes, John Joven",MRCS,Philippines richest in Asia under Marcos Sr. administration,Philippines richest country in asia,@AAplomina,Annabelle Aplomina,😍😍,Identified,09/15,106,223,,"Sa time ni Macoy Philippines is one of the richest country in Asia second to Japan but when cory took over Philippines is one of the poorest country in Asia. 
#LabanMarcosJr",,"Text, reply",05/11/21 13:24,https://drive.google.com/file/d/1-cZqvsbqNoetOtPVSFUOohYLY3cCiNbg/view?usp=share_link,Rational,1,4,0,0,,,"During Marcos' term as president, the highest ranking that the Philippines reached in Asia was 10th in terms of GDP and 11th in terms of GDP per capita. The Philippines was never close to being in the top five in Asia in either of these economic measures. 

[https://www.rappler.com/newsbreak/fact-check/philippines-richest-country-next-japan-marcos-term/]",No location,,
11-137,19/04/23 22:31:03,https://twitter.com/ChristineAgat19/status/1442136283397046274,11,"Juanes, John Joven",MRCS,Philippines richest in Asia under Marcos Sr. administration,Philippines richest country in asia,@ChristineAgat19,Christine Agatha,The only thing that matters in life is your own opinion about yourself - Osho,Identified,08/21,62,10,"Tuguegarao City, Cagayan Valle","When the Marcoses is the one running the Philippines it was the 2nd richest country in Asia. And now please pick the right person to run our country for us to be the Asia's Tiger and improve. 

PS: I'm just a TEEN I know! But I'm just giving my opinion for our country & society.",,Text,26/09/21 22:37,https://drive.google.com/file/d/1TDR7UVhcbrq9CrvxC37qhsorrKSzfvOg/view?usp=share_link,Rational,1,1,0,0,,,"During Marcos' term as president, the highest ranking that the Philippines reached in Asia was 10th in terms of GDP and 11th in terms of GDP per capita. The Philippines was never close to being in the top five in Asia in either of these economic measures. 

[https://www.rappler.com/newsbreak/fact-check/philippines-richest-country-next-japan-marcos-term/]",Start of a thread,,
11-138,19/04/23 22:34:02,https://twitter.com/RenHu2/status/1439511789503320064,11,"Juanes, John Joven",MRCS,Philippines richest in Asia under Marcos Sr. administration,Philippines richest country in asia,@RenHu2,Laurene II,"Know A LITTLE about things that MOST KNOW NOTHING about.


(IT Architect, Lawyer, Engineer)",Anonymous,03/15,1245,4256,"Victoria, Australia","So that was 1968. Barely 5 yrs after d formation of Malaysia. Things were different then. The Philippines was d richest in country in Asia. Singapore was barely functioning.

The prevailing thought was if a vote by d ppl of Sabah which country to be in, they'll chose PH.",,"Text, reply",19/09/21 16:48,https://drive.google.com/file/d/1z1iIM6zVhLfbnmJ35HQM8FK3FahAFg6F/view?usp=share_link,Rational,1,1,0,0,,,"During Marcos' term as president, the highest ranking that the Philippines reached in Asia was 10th in terms of GDP and 11th in terms of GDP per capita. The Philippines was never close to being in the top five in Asia in either of these economic measures. 

[https://www.rappler.com/newsbreak/fact-check/philippines-richest-country-next-japan-marcos-term/]",Cannot identify full name,,
11-139,19/04/23 22:37:02,https://twitter.com/dikyfbtchs/status/1492404259945533440,11,"Juanes, John Joven",MRCS,Philippines richest in Asia under Marcos Sr. administration,Philippines richest country in asia,@dikyfbtchs,A N G E L A ❤️💚,FREEDOM WALL | MY PORTAL | uniteam ❤️💚,Anonymous,05/21,725,903,,"I wonder how the ""the greatest thieves"" in the history of the Philippines made Ph known as ""one of the richest country in asia"" or ""golden era"" during their regime. Yet after they step down, Philippines becomes ""one of the poorest"". Hhmmm??🧐🤭",,"Text, reply",12/02/22 15:44,https://drive.google.com/file/d/1Sau8-paETMNgJjYV3zw2cDE4f1T0_lM1/view?usp=share_link,Emotional,0,6,0,0,,,"During Marcos' term as president, the highest ranking that the Philippines reached in Asia was 10th in terms of GDP and 11th in terms of GDP per capita. The Philippines was never close to being in the top five in Asia in either of these economic measures. 

[https://www.rappler.com/newsbreak/fact-check/philippines-richest-country-next-japan-marcos-term/]","Cannot identify full name, no location",,
11-140,19/04/23 22:39:21,https://twitter.com/kcellee/status/1514305339272753152,11,"Juanes, John Joven",MRCS,Philippines richest in Asia under Marcos Sr. administration,richest country in asia,@kcellee,Joy,A wife and a Mom of two beautiful girls 🇨🇦🇵🇭,Anonymous,07/20,179,197,Republic of the Philippines,"Since then nag research na ako. Grabe ang ganda ang linis ng Pinas dati. Well respected ng ibang bansa, can u imagine dati pinas ang nag hi hire nang kasambahay from other countries. Imagine sa panahon ni FM, 🇵🇭 used to be the 2nd richest and powerful country in Asia",,"Text, reply",14/04/22 02:11,https://drive.google.com/file/d/118MPAWnDcJ2OED8imwUNIamNMUmRIS7M/view?usp=share_link,Rational,0,0,0,0,,,"During Marcos' term as president, the highest ranking that the Philippines reached in Asia was 10th in terms of GDP and 11th in terms of GDP per capita. The Philippines was never close to being in the top five in Asia in either of these economic measures. 

[https://www.rappler.com/newsbreak/fact-check/philippines-richest-country-next-japan-marcos-term/]",Cannot identify full name,,
11-141,19/04/23 03:33:39,https://twitter.com/marvelvlade/status/1127575952655937536?s=20,11,"Bonuan, Juan Antonio",MRCS,Philippines richest in Asia under Marcos Sr. administration,panahon marcos pinakamayaman,@marvelvlade,Merville Tanqueco,"Love and obey God, and everything good will follow.",Identified,06/14,185,131,,"Same teknik ginamit para siraan marcos. Tangina, pinakamayaman pilipinas sa SEA nung panahon nya.",,"Text, Reply",12/05/19 22:07,https://drive.google.com/file/d/1smpSHQ66WmQ_2kBi36fzdNH0gTfuiEKs/view?usp=share_link,Emotional,0,1,0,0,0,,"During Marcos' term as president, the Philippines' ranking in Southeast Asia in terms of GDP went from 2nd to 3rd, while the GDP per capita ranking dropped from 3rd to 5th place.

[https://www.rappler.com/newsbreak/fact-check/239789-philippines-richest-country-asia-marcos-years/]",No location indicated,,
11-142,19/04/23 03:34:23,https://twitter.com/mrkcrsdg/status/1202199089229623301,11,"Bonuan, Juan Antonio",MRCS,Philippines richest in Asia under Marcos Sr. administration,panahon marcos pinakamayaman,@mrkcrsdg,"Mark Cris
",WALA LANG TRIP LANG,Anonymous,12/18,41,67,BAHALA NA SI BATMAN,dahil sa mga tanginang komunista na yan. SOBRANG GINHAWA NA SIGURO NG PILIPINAS NOON KUNG HINDI LANG NAPATALSIK SI MARCOS NOONG PANAHON NIYA. KAKAINGGIT KASE DATI TAYO ANG PINAKAMAYAMAN NA BANSA NGAYON TAYO NA ANG PINAKAMAHIRAP,,"Text, Reply",04/12/19 20:12,https://drive.google.com/file/d/1aVCsR_fzWyVTjRCF53c8K7mYmaboUYbm/view?usp=share_link,Emotional,2,0,2,2,0,,"During Marcos' term as president, the highest ranking that the Philippines reached in Asia was 10th in terms of GDP and 11th in terms of GDP per capita. The Philippines was never close to being in the top five in Asia in either of these economic measures. 

[https://www.rappler.com/newsbreak/fact-check/philippines-richest-country-next-japan-marcos-term/]
",Location is satirical,,
11-143,19/04/23 03:35:43,https://twitter.com/tomato4489/status/1118619325336698881?s=20,11,"Bonuan, Juan Antonio",MRCS,Philippines richest in Asia under Marcos Sr. administration,panahon marcos pinakamayaman,@tomato4489,Lynne💋,"2 words that will define YOU: your DETERMINATION when you have NOTHING, and your ATTITUDE when you have EVERYTHING.",Anonymous,06/13,166,44,"Manila,Philippines","tyo sa Singapore at Japan noon na pinakamayaman sa asya.kaso dahil sa mga ninuno ng pinuno ng mga otso derecho mo, na siyang mga tunay na magnanakaw,anyare ngyn sa pilipinas?kung ikaw ay isang kriminal o tamad ng panahon ni Marcos, ay pasensyahan.wala ka talaga lulugaran.",,"Text, Reply",18/04/19 04:56,https://drive.google.com/file/d/1DFx7yUshwbf0O07cEARVG0_at6htV9Rg/view?usp=share_link,Emotional,1,1,0,0,0,,"During the Marcos regime, Japan was among the top 3 Asian countries in terms of GDP. In contrast, the Philippines never ranked near the top 5 in Asia in GDP or GDP per capita.

[https://www.rappler.com/newsbreak/fact-check/philippines-richest-country-next-japan-marcos-term/]",,,
11-144,19/04/23 03:37:40,https://twitter.com/shallow1992/status/1199912473454735360,11,"Bonuan, Juan Antonio",MRCS,Philippines richest in Asia under Marcos Sr. administration,panahon marcos mayaman,@shallow1992,shallow12,dont mind me😜😜😜,Anonymous,03/18,114,14,,"at saan mo naman nakuha yang info na yan, kasi so far sa pagkakaalam namin, mayaman ang Pilipinas nong panahon ne Marcos, naghirap lang nung pumalit na yang mga Aquino na yan.. you dont know?..now you know!",,"Text, Reply",28/11/19 12:46,https://drive.google.com/file/d/1ouMh6nyWe8skaad3cDZndObZHw3tWN7N/view?usp=share_link,Emotional,2,1,0,0,0,,"During Marcos' term as president, the highest ranking that the Philippines reached in Asia was 10th in terms of GDP and 11th in terms of GDP per capita. The Philippines was never close to being in the top five in Asia in either of these economic measures. 

[https://www.rappler.com/newsbreak/fact-check/philippines-richest-country-next-japan-marcos-term/]
",No location indicated,,
